purchase_order_id,purchase_order_item_no,quantity,delivery_date,product_id,product_version,created_date_time,modified_date_time,unit_id,unit,status_id,status
363,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-09 07:53:36.0000000 +00:00,2014-09-03 08:09:17.0000000 +00:00,,,2,Closed
365,10,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-04 14:04:29.0000000 +00:00,2014-07-29 11:00:48.0000000 +00:00,,,2,Closed
365,20,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-04 14:12:02.0000000 +00:00,2014-07-29 11:00:50.0000000 +00:00,,,2,Closed
365,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-09 07:45:54.0000000 +00:00,2014-07-29 11:00:51.0000000 +00:00,,,2,Closed
366,10,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-04 14:05:26.0000000 +00:00,2014-01-27 10:46:59.0000000 +00:00,,,2,Closed
366,20,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-09 07:49:25.0000000 +00:00,2014-01-27 10:47:00.0000000 +00:00,,,2,Closed
366,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-09 07:49:52.0000000 +00:00,2014-01-27 10:47:04.0000000 +00:00,,,2,Closed
367,10,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-09 07:47:05.0000000 +00:00,2014-09-03 08:34:59.0000000 +00:00,,,2,Closed
367,20,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-09 07:47:34.0000000 +00:00,2014-09-03 08:35:01.0000000 +00:00,,,2,Closed
367,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-09 07:47:50.0000000 +00:00,2014-09-03 08:35:05.0000000 +00:00,,,2,Closed
368,10,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-09 07:50:30.0000000 +00:00,2014-07-29 11:03:15.0000000 +00:00,,,2,Closed
368,20,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-09 07:50:53.0000000 +00:00,2014-07-29 11:03:16.0000000 +00:00,,,2,Closed
368,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-09 07:51:08.0000000 +00:00,2014-07-29 11:03:18.0000000 +00:00,,,2,Closed
370,10,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-09 07:54:36.0000000 +00:00,2014-07-30 08:55:34.0000000 +00:00,,,2,Closed
370,20,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-09 07:54:52.0000000 +00:00,2014-07-30 08:55:35.0000000 +00:00,,,2,Closed
370,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-09 07:55:04.0000000 +00:00,2014-07-30 08:55:37.0000000 +00:00,,,2,Closed
371,10,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-09 07:55:52.0000000 +00:00,2014-09-03 08:27:34.0000000 +00:00,,,2,Closed
371,20,150000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-09 07:56:04.0000000 +00:00,2014-09-03 08:27:36.0000000 +00:00,,,2,Closed
371,30,150000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-09 07:56:29.0000000 +00:00,2014-09-03 08:27:39.0000000 +00:00,,,2,Closed
372,10,1500000.0,2012-07-31 00:00:00.0000000 +02:00,91900170,1,2012-07-12 08:52:09.0000000 +00:00,2014-09-03 09:27:14.0000000 +00:00,,,2,Closed
372,20,1500000.0,2012-07-31 00:00:00.0000000 +02:00,91900296,1,2012-07-12 08:52:30.0000000 +00:00,2014-09-03 09:27:15.0000000 +00:00,,,2,Closed
372,30,1500000.0,2012-07-31 00:00:00.0000000 +02:00,91901050,1,2012-07-12 08:52:41.0000000 +00:00,2014-09-03 09:27:18.0000000 +00:00,,,2,Closed
467,1,100.0,2020-10-01 00:00:00.0000000 +02:00,91901460,1,2020-10-01 10:51:22.0000000 +00:00,2020-10-01 12:27:55.0000000 +00:00,,,3,Deleted
468,10,1000.0,2021-12-31 00:00:00.0000000 +01:00,91901460,1,2020-10-01 11:34:47.0000000 +00:00,2021-02-26 11:07:07.0000000 +00:00,,,2,Closed
469,10,1000.0,2021-12-31 00:00:00.0000000 +01:00,91901460,1,2020-10-01 11:38:32.0000000 +00:00,2021-02-26 10:59:54.0000000 +00:00,,,2,Closed
470,10,1000.0,2021-12-31 00:00:00.0000000 +01:00,91901460,1,2020-10-01 11:41:00.0000000 +00:00,2021-02-26 11:04:00.0000000 +00:00,,,2,Closed
471,10,1000.0,2021-12-31 00:00:00.0000000 +01:00,91901460,1,2020-10-01 11:43:14.0000000 +00:00,2021-02-26 11:02:56.0000000 +00:00,,,2,Closed
472,10,1000.0,2021-12-31 00:00:00.0000000 +01:00,91901460,1,2020-10-01 11:44:15.0000000 +00:00,2022-03-11 12:13:02.0000000 +00:00,,,2,Closed
473,10,1000.0,2021-12-31 00:00:00.0000000 +01:00,91901460,1,2020-10-01 11:47:52.0000000 +00:00,2020-10-01 11:48:21.0000000 +00:00,,,1,Open
527,1,25000.0,2023-07-13 00:00:00.0000000 +02:00,91901471,2,2023-09-13 14:36:10.0000000 +00:00,2025-03-06 13:02:54.0000000 +00:00,,,2,Closed
528,1,25000.0,2023-09-13 00:00:00.0000000 +02:00,91901471,2,2023-09-13 14:37:46.0000000 +00:00,2025-03-04 14:05:52.0000000 +00:00,,,3,Deleted
547,1,25000.0,2023-10-04 00:00:00.0000000 +02:00,91901471,2,2023-10-04 09:03:42.0000000 +00:00,2023-10-04 14:58:43.0000000 +00:00,,,3,Deleted
203033,10,25000.0,2002-12-31 00:00:00.0000000 +01:00,91900294,1,2002-01-21 11:30:24.0000000 +00:00,2002-01-31 15:30:25.0000000 +00:00,40.0,KG,1,Open
203033,20,20000.0,2002-12-31 00:00:00.0000000 +01:00,91900152,1,2002-01-21 11:30:24.0000000 +00:00,2002-01-31 15:30:26.0000000 +00:00,40.0,KG,1,Open
203112,10,1000.0,2002-01-31 00:00:00.0000000 +01:00,1024,1,2002-01-31 18:31:47.0000000 +00:00,,40.0,KG,1,Open
203507,10,485.0,2002-04-30 00:00:00.0000000 +02:00,1024,1,2002-04-15 13:30:24.0000000 +00:00,,40.0,KG,1,Open
203525,10,1750.0,2002-04-30 00:00:00.0000000 +02:00,1177,1,2002-04-16 11:30:25.0000000 +00:00,,40.0,KG,1,Open
203877,10,9990188.0,2002-06-27 00:00:00.0000000 +02:00,1024,1,2002-06-12 11:32:53.0000000 +00:00,2002-06-12 12:34:24.0000000 +00:00,40.0,KG,1,Open
204138,10,1326208.0,2003-12-31 00:00:00.0000000 +01:00,91900143,1,2002-07-29 12:34:05.0000000 +00:00,2005-01-12 09:41:20.0000000 +00:00,40.0,KG,2,Closed
204138,20,1082120.0,2003-12-31 00:00:00.0000000 +01:00,91900146,1,2002-10-09 13:32:40.0000000 +00:00,2005-01-12 09:41:21.0000000 +00:00,40.0,KG,2,Closed
204138,30,52660.0,2003-12-31 00:00:00.0000000 +01:00,91900170,1,2003-10-20 14:31:36.0000000 +00:00,2005-01-12 09:41:26.0000000 +00:00,40.0,KG,2,Closed
204464,10,7996045.0,2002-09-19 00:00:00.0000000 +02:00,1024,1,2002-09-06 09:34:04.0000000 +00:00,2002-09-09 08:30:42.0000000 +00:00,40.0,KG,1,Open
204703,10,4095976.0,2002-10-30 00:00:00.0000000 +01:00,1024,1,2002-10-22 08:33:04.0000000 +00:00,2002-10-29 09:32:43.0000000 +00:00,40.0,KG,1,Open
204826,10,3996000.0,2002-11-04 00:00:00.0000000 +01:00,1024,1,2002-11-04 11:33:52.0000000 +00:00,,40.0,KG,1,Open
204938,10,4195860.0,2002-11-28 00:00:00.0000000 +01:00,1024,1,2002-11-22 15:32:51.0000000 +00:00,2002-12-05 15:35:13.0000000 +00:00,40.0,KG,1,Open
204961,10,23980.0,2002-12-31 00:00:00.0000000 +01:00,91900170,1,2002-11-28 10:32:13.0000000 +00:00,,40.0,KG,1,Open
204994,10,1998000.0,2002-12-18 00:00:00.0000000 +01:00,1177,1,2002-12-04 09:30:57.0000000 +00:00,2004-04-26 18:32:28.0000000 +00:00,40.0,KG,1,Open
205323,10,-380.0,2003-01-31 00:00:00.0000000 +01:00,1024,1,2003-01-28 13:30:23.0000000 +00:00,2004-06-15 06:08:40.0000000 +00:00,40.0,KG,2,Closed
205443,10,-390.0,2003-02-10 00:00:00.0000000 +01:00,1024,1,2003-02-10 09:31:21.0000000 +00:00,2004-06-15 06:14:46.0000000 +00:00,40.0,KG,2,Closed
206151,10,-260.0,2003-04-21 00:00:00.0000000 +02:00,1024,1,2003-04-14 09:31:14.0000000 +00:00,2004-06-15 06:14:50.0000000 +00:00,40.0,KG,2,Closed
206172,10,265660.0,2003-06-30 00:00:00.0000000 +02:00,91900143,1,2003-04-15 16:34:06.0000000 +00:00,2005-01-12 09:29:26.0000000 +00:00,40.0,KG,2,Closed
206172,20,375000.0,2003-06-30 00:00:00.0000000 +02:00,91900302,1,2003-04-15 16:34:06.0000000 +00:00,2005-01-12 09:29:28.0000000 +00:00,40.0,KG,2,Closed
206172,30,25000.0,2003-06-30 00:00:00.0000000 +02:00,91900330,1,2003-04-15 16:34:06.0000000 +00:00,2005-01-12 09:29:30.0000000 +00:00,40.0,KG,2,Closed
206337,10,18481600.0,2003-05-05 00:00:00.0000000 +02:00,1608,1,2003-05-05 10:33:22.0000000 +00:00,,40.0,KG,1,Open
206386,10,-340.0,2003-05-14 00:00:00.0000000 +02:00,1024,1,2003-05-09 08:30:53.0000000 +00:00,2004-06-15 06:14:54.0000000 +00:00,40.0,KG,2,Closed
206581,10,1000.0,2003-06-02 00:00:00.0000000 +02:00,1608,1,2003-05-22 15:31:55.0000000 +00:00,2003-06-25 08:33:32.0000000 +00:00,40.0,KG,1,Open
206597,10,998980.0,2003-05-27 00:00:00.0000000 +02:00,1307,1,2003-05-26 16:31:04.0000000 +00:00,,40.0,KG,1,Open
206916,10,2440.0,2003-06-30 00:00:00.0000000 +02:00,91900170,1,2003-06-27 07:32:49.0000000 +00:00,2005-01-12 09:32:56.0000000 +00:00,40.0,KG,2,Closed
206916,20,560.0,2003-06-30 00:00:00.0000000 +02:00,91900296,1,2003-06-27 07:32:49.0000000 +00:00,2005-01-12 09:32:58.0000000 +00:00,40.0,KG,2,Closed
207414,10,489.0,2003-09-09 00:00:00.0000000 +02:00,1024,1,2003-09-04 13:31:24.0000000 +00:00,2020-03-25 09:58:09.0000000 +00:00,40.0,KG,2,Closed
207520,10,442423.0,2003-09-30 00:00:00.0000000 +02:00,91900152,1,2003-10-15 07:31:41.0000000 +00:00,2005-01-12 09:40:18.0000000 +00:00,40.0,KG,2,Closed
207520,20,25641.0,2003-09-30 00:00:00.0000000 +02:00,91900152,1,2003-10-15 07:31:42.0000000 +00:00,2005-01-12 09:40:19.0000000 +00:00,40.0,KG,2,Closed
207520,30,1122.0,2003-09-30 00:00:00.0000000 +02:00,91900152,1,2003-10-15 07:31:42.0000000 +00:00,2005-01-12 09:40:21.0000000 +00:00,40.0,KG,2,Closed
207688,10,24975988.0,2003-10-13 00:00:00.0000000 +02:00,1177,1,2003-10-09 14:31:27.0000000 +00:00,,40.0,KG,1,Open
207761,20,9990002.0,2003-10-17 00:00:00.0000000 +02:00,1608,1,2003-10-16 16:33:32.0000000 +00:00,2006-02-23 15:11:29.0000000 +00:00,40.0,KG,2,Closed
207805,10,9989806.0,2003-10-20 00:00:00.0000000 +02:00,1807,1,2003-10-21 08:31:26.0000000 +00:00,,40.0,KG,1,Open
207805,20,9989799.0,2003-11-17 00:00:00.0000000 +01:00,1807,1,2003-10-21 08:31:26.0000000 +00:00,,40.0,KG,1,Open
208490,10,1500000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-09 09:33:01.0000000 +00:00,2005-01-12 09:49:45.0000000 +00:00,40.0,KG,2,Closed
208490,20,201000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-09 09:33:01.0000000 +00:00,2005-01-12 09:49:46.0000000 +00:00,40.0,KG,2,Closed
208490,30,201000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-09 09:33:01.0000000 +00:00,2005-01-12 09:49:48.0000000 +00:00,40.0,KG,2,Closed
208532,10,3500000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 13:32:30.0000000 +00:00,2005-01-12 09:39:49.0000000 +00:00,40.0,KG,2,Closed
208532,20,600000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-13 13:32:30.0000000 +00:00,2005-01-12 09:39:50.0000000 +00:00,40.0,KG,2,Closed
208532,30,600000.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-13 13:32:30.0000000 +00:00,2005-01-12 09:39:51.0000000 +00:00,40.0,KG,2,Closed
208532,40,293550.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-02-10 11:33:02.0000000 +00:00,2005-01-12 09:39:53.0000000 +00:00,40.0,KG,2,Closed
208532,50,100000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-02-25 15:33:36.0000000 +00:00,2005-01-12 09:39:59.0000000 +00:00,40.0,KG,2,Closed
208533,10,500000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 13:32:31.0000000 +00:00,2005-01-12 09:38:59.0000000 +00:00,40.0,KG,2,Closed
208533,20,400000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-13 13:32:31.0000000 +00:00,2005-01-12 09:39:04.0000000 +00:00,40.0,KG,2,Closed
208533,30,100000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-06-30 09:34:44.0000000 +00:00,2005-01-12 09:39:07.0000000 +00:00,40.0,KG,2,Closed
208535,10,4900000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 13:32:32.0000000 +00:00,2005-01-12 09:31:58.0000000 +00:00,40.0,KG,2,Closed
208535,20,1000000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-13 13:32:32.0000000 +00:00,2005-01-12 09:32:01.0000000 +00:00,40.0,KG,2,Closed
208535,30,350000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-13 13:32:32.0000000 +00:00,2005-01-12 09:32:00.0000000 +00:00,40.0,KG,2,Closed
208535,40,350000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-13 13:32:32.0000000 +00:00,2005-01-12 09:32:03.0000000 +00:00,40.0,KG,2,Closed
208535,50,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-13 13:32:33.0000000 +00:00,2005-01-12 09:32:06.0000000 +00:00,40.0,KG,2,Closed
208537,10,6575000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 14:34:17.0000000 +00:00,2006-06-29 13:08:46.0000000 +00:00,40.0,KG,2,Closed
208537,20,600000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-13 14:34:17.0000000 +00:00,2005-01-12 09:35:20.0000000 +00:00,40.0,KG,2,Closed
208537,30,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-13 14:34:17.0000000 +00:00,2005-01-12 09:35:21.0000000 +00:00,40.0,KG,2,Closed
208537,40,1500000.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-14 08:32:09.0000000 +00:00,2005-01-12 09:35:23.0000000 +00:00,40.0,KG,2,Closed
208538,10,1000000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 14:34:18.0000000 +00:00,2005-01-12 09:36:12.0000000 +00:00,40.0,KG,2,Closed
208539,10,496900.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 14:34:19.0000000 +00:00,2005-01-12 09:42:40.0000000 +00:00,40.0,KG,2,Closed
208540,10,2200000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 14:34:18.0000000 +00:00,2005-01-12 09:45:26.0000000 +00:00,40.0,KG,2,Closed
208540,20,101000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-13 14:34:18.0000000 +00:00,2005-01-12 09:45:27.0000000 +00:00,40.0,KG,2,Closed
208540,30,51000.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-13 14:34:18.0000000 +00:00,2005-01-12 09:45:28.0000000 +00:00,40.0,KG,2,Closed
208540,40,58000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-06-28 09:32:59.0000000 +00:00,2005-01-12 09:45:32.0000000 +00:00,40.0,KG,2,Closed
208541,10,4150000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 14:34:19.0000000 +00:00,2005-01-12 09:28:57.0000000 +00:00,40.0,KG,2,Closed
208541,20,35470.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-13 14:34:19.0000000 +00:00,2005-01-12 09:29:00.0000000 +00:00,40.0,KG,2,Closed
208542,10,1600000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:57.0000000 +00:00,2014-02-26 10:43:44.0000000 +00:00,40.0,KG,2,Closed
208543,10,850000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:58.0000000 +00:00,2005-01-12 09:36:31.0000000 +00:00,40.0,KG,2,Closed
208544,10,1000000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:58.0000000 +00:00,2005-01-12 09:45:48.0000000 +00:00,40.0,KG,2,Closed
208544,20,150000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-13 15:30:59.0000000 +00:00,2005-01-12 09:45:49.0000000 +00:00,40.0,KG,2,Closed
208545,10,1975000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:57.0000000 +00:00,2005-01-12 09:35:46.0000000 +00:00,40.0,KG,2,Closed
208545,20,335550.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-13 15:30:58.0000000 +00:00,2005-01-12 09:35:47.0000000 +00:00,40.0,KG,2,Closed
208545,30,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-13 15:30:58.0000000 +00:00,2005-01-12 09:35:48.0000000 +00:00,40.0,KG,2,Closed
208545,40,25000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-02-04 12:31:23.0000000 +00:00,2005-01-12 09:35:51.0000000 +00:00,40.0,KG,2,Closed
208545,50,25000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-06-30 14:32:13.0000000 +00:00,2005-01-12 09:35:53.0000000 +00:00,40.0,KG,2,Closed
208546,10,375000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:31:00.0000000 +00:00,2005-01-12 09:48:37.0000000 +00:00,40.0,KG,2,Closed
208547,10,2797000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:31:00.0000000 +00:00,2005-01-12 09:36:33.0000000 +00:00,40.0,KG,2,Closed
208547,20,249749.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-13 15:31:00.0000000 +00:00,2005-01-12 09:36:34.0000000 +00:00,40.0,KG,2,Closed
208547,30,252261.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-13 15:31:01.0000000 +00:00,2005-01-12 09:36:36.0000000 +00:00,40.0,KG,2,Closed
208547,40,8810.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-03-12 10:36:41.0000000 +00:00,2005-01-12 09:36:39.0000000 +00:00,40.0,KG,2,Closed
208547,50,320.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-03-18 11:31:08.0000000 +00:00,2005-01-12 09:36:42.0000000 +00:00,40.0,KG,2,Closed
208548,10,1800000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:31:01.0000000 +00:00,2005-01-12 09:42:58.0000000 +00:00,40.0,KG,2,Closed
208548,20,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-13 15:31:01.0000000 +00:00,2005-01-12 09:42:59.0000000 +00:00,40.0,KG,2,Closed
208548,30,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-14 09:33:49.0000000 +00:00,2005-01-12 09:43:02.0000000 +00:00,40.0,KG,2,Closed
208548,40,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-14 09:33:49.0000000 +00:00,2005-01-12 09:43:04.0000000 +00:00,40.0,KG,2,Closed
208549,10,545000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:31:02.0000000 +00:00,2005-01-12 09:32:21.0000000 +00:00,40.0,KG,2,Closed
208549,20,230000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-26 08:34:30.0000000 +00:00,2005-01-12 09:32:23.0000000 +00:00,40.0,KG,2,Closed
208549,30,145000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-02-10 11:33:03.0000000 +00:00,2005-01-12 09:32:25.0000000 +00:00,40.0,KG,2,Closed
208550,10,451000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:31:02.0000000 +00:00,2005-01-12 09:29:45.0000000 +00:00,40.0,KG,2,Closed
208550,20,150000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-13 15:31:02.0000000 +00:00,2005-01-12 09:29:49.0000000 +00:00,40.0,KG,2,Closed
208551,10,2000000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:56.0000000 +00:00,2005-01-12 09:37:25.0000000 +00:00,40.0,KG,2,Closed
208551,20,600000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-15 09:31:32.0000000 +00:00,2005-01-12 09:37:26.0000000 +00:00,40.0,KG,2,Closed
208551,30,32780.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-15 09:31:32.0000000 +00:00,2005-01-12 09:37:28.0000000 +00:00,40.0,KG,2,Closed
208552,10,300000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:57.0000000 +00:00,2004-09-27 13:34:16.0000000 +00:00,40.0,KG,1,Open
208552,20,150000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-14 11:32:19.0000000 +00:00,2004-09-27 13:34:16.0000000 +00:00,40.0,KG,1,Open
208552,30,50000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-14 11:32:19.0000000 +00:00,2004-09-27 13:34:16.0000000 +00:00,40.0,KG,1,Open
208553,10,177946.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-13 15:30:59.0000000 +00:00,2005-01-12 09:37:01.0000000 +00:00,40.0,KG,2,Closed
208553,20,110922.0,2004-12-31 00:00:00.0000000 +01:00,91900160,1,2004-01-13 15:30:59.0000000 +00:00,2005-01-12 09:37:02.0000000 +00:00,40.0,KG,2,Closed
208553,30,125000.0,2004-12-31 00:00:00.0000000 +01:00,91900146,1,2004-01-13 15:31:00.0000000 +00:00,2005-01-12 09:37:05.0000000 +00:00,40.0,KG,2,Closed
208603,10,500000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-15 09:31:32.0000000 +00:00,2005-01-12 09:32:38.0000000 +00:00,40.0,KG,2,Closed
208603,20,650000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-15 09:31:33.0000000 +00:00,2005-01-12 09:32:40.0000000 +00:00,40.0,KG,2,Closed
208603,30,50000.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-15 09:31:33.0000000 +00:00,2005-01-12 09:32:42.0000000 +00:00,40.0,KG,2,Closed
208604,10,1200000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-01-15 10:33:24.0000000 +00:00,2005-01-12 09:37:52.0000000 +00:00,40.0,KG,2,Closed
208604,20,250000.0,2004-12-31 00:00:00.0000000 +01:00,91900302,1,2004-01-15 10:33:24.0000000 +00:00,2005-01-12 09:37:53.0000000 +00:00,40.0,KG,2,Closed
208604,30,49400.0,2004-12-31 00:00:00.0000000 +01:00,91900330,1,2004-01-15 10:33:24.0000000 +00:00,2005-01-12 09:37:55.0000000 +00:00,40.0,KG,2,Closed
208627,10,1550000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-10-19 16:33:09.0000000 +00:00,2005-01-12 09:38:11.0000000 +00:00,40.0,KG,2,Closed
208627,20,100000.0,2004-12-31 00:00:00.0000000 +01:00,91900143,1,2004-07-01 08:31:26.0000000 +00:00,2005-01-12 09:38:13.0000000 +00:00,40.0,KG,2,Closed
208730,10,2920.0,2004-04-30 00:00:00.0000000 +02:00,91900143,1,2004-01-23 15:34:06.0000000 +00:00,2005-01-12 09:34:04.0000000 +00:00,40.0,KG,2,Closed
208730,20,1080.0,2004-04-30 00:00:00.0000000 +02:00,91900302,1,2004-01-23 15:34:06.0000000 +00:00,2005-01-12 09:34:05.0000000 +00:00,40.0,KG,2,Closed
208730,30,2120.0,2004-04-30 00:00:00.0000000 +02:00,91900330,1,2004-04-14 08:32:39.0000000 +00:00,2005-01-12 09:34:07.0000000 +00:00,40.0,KG,2,Closed
